"","Broadleaved woodland","Coniferous Woodland","Arable and Horticulture","Improved Grassland","Neutral Grassland","Calcareous Grassland","Acid grassland","Fen, Marsh and Swamp","Freshwater","Mountain_Heath_Bog","UrbanSuburban","MEM1","MEM2","MEM3","MEM4","MEM5","MEM6","MEM7","MEM8","MEM9","MEM10"
"SP73",1.91,0.32,47.1,46.44,0.31,0,0,0.04,0.52,0.01,3.51,-0.289982768355882,-0.0167270151857115,0.140754842962151,-0.154417885698073,-0.0472730417819157,0.0211536711103508,-0.0143766637194364,0.00681456431037386,-0.00485536514970331,-0.0979158034976533
"SP74",6.66,0.91,57.73,30.59,0.15,0,0,0.01,0.24,0.01,3.93,-0.266567668590093,-0.0099919580440202,0.0846571823909508,-0.116935558894366,-0.035585229067581,0.0160718813093374,-0.0108148457978988,0.00518422187362606,-0.00365778804739817,-0.0741744604132244
"SP75",4.33,0.65,48.33,28.61,2.84,0,0,0.15,0.78,0.32,14.12,-0.222803171028117,-0.00559840234981977,0.0437948651684376,-0.0785551493433114,-0.0237571144026862,0.0108279657641075,-0.00721464631636325,0.00349705110967734,-0.00244365433963134,-0.0498145657220831
"SP76",2.68,1.16,37.72,20.55,1.53,0.12,0,0.28,2.56,0.06,33.47,-0.143280215878827,-0.0025104396820457,0.0160541213911858,-0.0395006269871753,-0.0118685931303314,0.00545826358719408,-0.00360126415874263,0.00176491565702126,-0.00122151984696498,-0.0250254884014743
"ST82",5.29,0.11,5.27,83.95,0.02,1.24,0,0,0.08,0.03,4.09,1.64666319138295,3.38024133625766,3.64863690379044,0.540239776476626,-0.198800819535245,-0.117412665946593,-0.0771482872673949,-0.0465939150330986,-0.0187687349879281,0.116743315134662
"ST83",4.29,0.02,48.46,28.99,0,16.93,0,0,0,0.04,1.35,0.773713213364078,2.08967722212422,2.86521028111553,0.649985296755652,-0.344835072001711,-0.271534570061464,-0.216176394228807,-0.150886185258317,-0.0647892743969947,0.043088898042919
"ST84",11.67,5.57,19.61,45.24,0.03,12.16,0,0,0.32,0,5.62,0.287385650398518,1.29183927467678,2.2408666228248,0.756155103005559,-0.488641158118877,-0.423826209360381,-0.353729310182401,-0.254138204789585,-0.110362643030704,-0.0308585436003229
"ST85",3.4,0.08,24.28,57.29,0.78,1.48,0,0,0.15,0.29,12.38,0.0164479057612624,0.798608057251537,1.74330297978472,0.858128778576423,-0.629247387793995,-0.57323203439776,-0.488844129263817,-0.355623851721377,-0.155167658864065,-0.104524332045992
"ST86",3.92,0.06,29.95,58.56,0.75,0.05,0,0,0,0.26,6.68,-0.134494614892373,0.493687162127528,1.34677675098397,0.955310063188013,-0.765703236906011,-0.71871601926378,-0.620574581855603,-0.454629102984271,-0.198888412295366,-0.177335748448682
"ST87",8.47,0.36,31.48,55.95,0.04,0.52,0,0,0.06,0.06,3.25,-0.218586829035183,0.305181422493461,1.03077344523608,1.047130353493,-0.897085784904635,-0.859268856849552,-0.747997671305521,-0.550457065001465,-0.241216496605937,-0.248726487628119
"ST88",6.45,0.15,36.04,55.49,0.05,0.3,0,0.01,0,0.17,1.43,-0.265436142367204,0.188644718192726,0.77894504279675,1.13305204585254,-1.02250597177947,-0.993914975318126,-0.870220153566237,-0.642432888285604,-0.281853187490767,-0.318141066523413
"ST89",9.06,0.05,43.22,43.98,0,0.84,0,0,0.05,0.03,2.91,-0.291537072250497,0.116600082971654,0.578264001131115,1.21257170157705,-1.14111463187724,-1.12171932690263,-0.986384814178368,-0.729908531251085,-0.320511556228269,-0.385039151990951
"ST92",8.56,1.01,36.71,40.21,0.02,12.25,0,0,0.16,0.02,1.1,3.3426214115812,5.68736185467758,4.81764098663461,0.44472574853005,-0.0535933690707318,0.0389762237285059,0.0648868264312048,0.0603343842191108,0.0284738685473543,0.197142161540764
"ST93",15.63,1.87,51.16,19.96,0,10.21,0,0,0.25,0,1.02,1.71854644264938,3.51596458044927,3.79685786247595,0.531934350399668,-0.0742483391750279,0.119517606897365,0.22328385989822,0.229867135523791,0.117375174271192,0.0677327962938362
"ST94",0.91,0,23.47,13.28,0.07,61.58,0,0,0,0,0.71,0.813761272403232,2.17358742181808,2.98335353797884,0.616255607015086,-0.0945021212476594,0.199180304052693,0.380081202827608,0.397763650755218,0.205440374197763,-0.0621610746427891
"ST95",1.73,0.02,19.48,60.07,0.15,16.79,0,0,0.05,0.1,1.66,0.309697168808681,1.34371642598091,2.33503823178516,0.697196718434968,-0.1142178137608,0.277412171174987,0.534181213254207,0.562843158256268,0.29204880231601,-0.191529932306714
"ST96",6.72,0.51,18.92,67.09,0.71,0.35,0,0,0.12,0.15,5.52,0.0288777363295462,0.830680964476671,1.81836997201247,0.774284347213619,-0.133262086618788,0.35367073058761,0.684504638418237,0.723944169855437,0.376589782914012,-0.319367932192697
"ST97",3.5,0.08,20.65,66.58,0.44,0.02,0,0,0.06,0.16,8.54,-0.127570251110151,0.513516187970371,1.40661873153204,0.847067397755853,-0.151506084633817,0.427426938328207,0.829998184184485,0.879932664315053,0.458466942311113,-0.444680728461893
"ST98",2.79,0.13,21.16,72.87,0.64,0,0,0,0.19,0.19,2.08,-0.214729777645112,0.317440711171306,1.07848313872042,0.915119668747968,-0.168826301592032,0.49816886177349,0.96964190943049,1.02971008481018,0.53710242357657,-0.566493215026141
"ST99",3.65,0.1,53.37,38.97,1.9,0.93,0,0,0,0.06,1.07,-0.263288014936001,0.196224034050965,0.816988157939536,0.978042362992181,-0.185105418964763,0.565405241900986,1.10245639339334,1.17222109393125,0.611940974392799,-0.683857123187298
"SU02",5.81,0.2,66.1,14.9,0,12.19,0,0,0.02,0.01,0.84,4.86240383740102,6.18889781336935,2.69473657750037,-0.170842003075642,0.164812198453906,0.0738451414829446,-0.0206274078143425,-0.0674511011554942,-0.0443031177659764,0.221369584715071
"SU03",10.86,1.81,55.03,19.36,0.6,9.34,0,0,0.33,0.01,2.79,2.56523040558936,3.82601948550564,2.10499533780629,-0.229204674654972,0.333011152687436,0.206780618943008,-0.0415332854187974,-0.2255824388071,-0.163519730578662,0.0751427381971696
"SU04",0.36,0,23.49,8.99,0.02,66.12,0,0,0,0.23,0.85,1.28545695330842,2.36526702556487,1.63500791912277,-0.286014968631125,0.498861334749734,0.338232888321804,-0.0621858962271028,-0.382148389136015,-0.281593620528263,-0.0716261845955344
"SU05",1.76,0,29.6,24.24,0.04,42.64,0,0,0.01,0,1.73,0.572483707371794,1.46221522955846,1.26045785256568,-0.340941070654274,0.661242143893246,0.467290835273486,-0.0824406448435426,-0.536047847033945,-0.39769261616407,-0.217796511124015
"SU06",0.96,0,48.57,35.81,0,11.08,0,0,0.01,0,3.73,0.175279050965789,0.903938582511545,0.96196713449044,-0.393661984479492,0.819055895671977,0.593059526724968,-0.102155656088473,-0.68619796793568,-0.510998093642036,-0.362231762445939
"SU07",1.71,0,46,48.34,0.1,0.96,0,0,0.02,0,2.98,-0.0460083230497172,0.558805151984535,0.724093375745941,-0.443869414878509,0.97123525558548,0.714666426125223,-0.121192770254867,-0.831541797365628,-0.620710756801415,-0.503808493626962
"SU08",6.99,0.87,7.54,79.04,1.33,0.12,0,0,0.09,0,4.11,-0.169290582381603,0.345439080838448,0.534530652085322,-0.491269578391575,1.11675047447534,0.831267459010621,-0.139418513233517,-0.971055725116401,-0.726056286096356,-0.641425039905241
"SU09",1.4,0.06,24.04,56.05,5.54,0,0,0,8.03,1.39,3.59,-0.237973220073071,0.213533109217501,0.383472687883847,-0.53558493123968,1.25461637651248,0.942052886635241,-0.156705034680697,-1.10375671138897,-0.826290816384556,-0.774010100457019
"SU12",6.92,0.47,50.72,25.05,4.74,5.24,0,0,0.29,0.06,6.61,6.00395858193629,4.72562106001944,-1.24498953653748,-0.560460501122331,0.0488090752380099,-0.101023801297908,-0.064485881273006,0.034458655434086,0.0497624260822169,0.183467789961823
"SU13",4.05,0.67,51.14,22.87,3.75,7.75,0,0.01,0.01,0.16,9.92,3.20119946123028,2.92140505913867,-1.03479422544963,-0.71089802352103,0.116622151602227,-0.230580068262358,-0.177048468210001,0.137309329890978,0.199001431935453,0.0634590888674558
"SU14",2.54,0,27.73,11.79,0.02,51.38,0,0.05,0.02,0.02,6.58,1.63976085862257,1.80602303820758,-0.867275879923854,-0.856973687555208,0.18354763013531,-0.358589769011842,-0.288409631304763,0.239174457016805,0.346829363332808,-0.0570008934203074
"SU15",2.02,0.11,34.21,18.1,0.2,44.18,0,0.04,0.03,0,1.26,0.769869856071419,1.116482961568,-0.733766843842885,-0.997834166655378,0.249133366682076,-0.484165649487636,-0.397789809114731,0.339337685030267,0.492204406475032,-0.176975997966306
"SU16",6.08,0.32,45.96,44.76,0,0.34,0,0,0.01,0,2.59,0.285245020655663,0.69020179195827,-0.627359304094294,-1.13265611289466,0.312936058017381,-0.606436922573719,-0.504422958586276,0.43709431189803,0.634101571881419,-0.295533459466711
"SU17",1.22,0,58.9,37.1,0,1.91,0,0,0,0,1.02,0.0152550729376547,0.426669677354489,-0.542547795614812,-1.26065098804921,0.374524243489216,-0.724555315818706,-0.607561927787477,0.531756250135039,0.771519931088666,-0.411751161682455
"SU18",2.05,0,13.44,45.72,0.17,0.91,0,0.09,0.48,0.01,37.35,-0.135159869436425,0.263750688245723,-0.474944290085016,-1.38106969651982,0.433481229389693,-0.837700968483076,-0.706483701124801,0.622656879110523,0.903489690100589,-0.524724815872884
"SU19",1.3,0,42.13,49.62,1.25,0.06,0,0.01,1.4,0.4,3.9,-0.218958412311464,0.163031868570905,-0.421051119834138,-1.4932069927736,0.489407916188391,-0.945088136830921,-0.800494480148179,0.709155750577334,1.02907904950781,-0.633575006296083
"SU22",20.47,3.43,32.9,39.15,0.1,1.24,0,0,0.05,0.59,2.19,6.61550757099417,1.76208913796914,-4.26404234219235,-0.252019340007264,-0.185025812013999,-0.0434919809540234,0.0710646689674269,-0.00395994515609683,-0.0595415240350876,0.0928520629325718
"SU23",9.17,0.77,43.56,22.57,0,21.79,0,0,0,0.02,2.27,3.54189639714083,1.08931782125079,-3.44084059546457,-0.329482987456259,-0.318846737314615,-0.0866003470161847,0.24103731709697,0.000671380605811475,-0.220559980688587,0.0357089457012354
"SU24",6.16,0.44,39.61,21.88,0.01,27.56,0,0,0,0.01,4.52,1.82956517281632,0.673405046704607,-2.784790765982,-0.404809664924499,-0.450615180451308,-0.129159588125052,0.409286294418219,0.00527762255245298,-0.380034104416297,-0.0216698379997908
"SU25",8.76,0.56,50.27,14.88,0,24.09,0,0,0,0,1.52,0.875611256293885,0.416283892814701,-2.26194838174302,-0.477559453043981,-0.57944087783347,-0.170874734805931,0.574633967941362,0.00982639977823638,-0.536840108423598,-0.0788384142556247
"SU26",17.84,2.85,54.79,20.61,0,2.26,0,0.01,0,0,1.85,0.344154558748461,0.257328922329142,-1.84526198732813,-0.54730723597358,-0.704453034638467,-0.211456535093179,0.735922490431531,0.0142857211862559,-0.689872513681169,-0.135352365882896
"SU27",5.39,0.04,58.38,34.6,0.09,0.29,0,0.16,0.06,0,1.07,0.0480743190561993,0.159061136174703,-1.51317315583336,-0.613645194881024,-0.824806221817989,-0.250623463367889,0.892021919813278,0.0186242107580207,-0.838051953192909,-0.190772188900517
"SU28",1.95,0,54.78,40.29,0.51,0.6,0,0.02,0,0,2,-0.116875686933805,0.0983107579992458,-1.24850081507806,-0.67618520305314,-0.939686107063832,-0.288103677415834,1.04183815032445,0.0228113286938953,-0.980332799004438,-0.244666713538841
"SU29",3.97,0.98,49.86,41.58,0.2,0,0,0.08,0.21,0,3.18,-0.208771811626332,0.060754046900453,-1.03755213473236,-0.734561108507324,-1.04831498078944,-0.323636910071341,1.18432059964137,0.0268175868631903,-1.11571055795607,-0.296616463134344
