OSGR,Lat,Long,CellID_MeanTemps,MeanTemp,CellIDs_LCM,Sea / Estuary,Water (inland),Littoral rock,Littoral sediment,Saltmarsh,Supra-littoral rock,Supra-littoral sediment,Bog (deep peat) ,Dense dwarf shrub heath,Open dwarf shrub heath,Montane habitats,Broad-leaved / mixed woodland ,Coniferous woodland,Improved grassland,Neutral grassland,Setaside grassland,Bracken,Calcareous grassland,Acid grassland,"Fen, marsh, swamp",Arable cereals,Arable horticulture,Arable non-rotational,Suburban / rural developed,Continuous urban,Inland bare ground
TL4713,51.800697,0.137727,37410,9.75081453391523,760748,0,2,0,0,0,0,0,0,0,0,0,26,0,10,0,14,5,2,0,0,6,5,0,25,0,1
NZ1457,54.912001,-1.775356,24963,8.381897427241931,519815,0,0,0,0,0,0,0,0,3,5,0,14,38,5,0,0,0,17,0,0,8,2,5,0,0,0
SP3179,52.412599,-1.538323,35047,9.478517535593433,714432,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,3,0,0,0,0,0,0,0,45,31,0
SU8448,51.229443,-0.791195,39737,9.497879017731579,806185,0,0,0,0,0,0,0,0,0,0,0,10,0,29,1,0,0,0,0,0,0,16,0,42,0,0
ST8367,51.406282,-2.238604,38997,9.394797341367138,792784,0,0,0,0,0,0,0,0,0,0,0,21,0,41,0,0,0,5,0,0,9,20,0,0,0,0
SS6802,50.807087,-3.867682,41314,9.593680044353613,838169,0,0,0,0,0,0,0,0,0,0,0,3,0,62,0,0,0,5,0,0,18,10,0,0,0,0
TL3115,51.822657,-0.093409,37227,9.583252107049148,759332,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,6,0,7,0,0,1,42,4,18,1,0
SX7682,50.62908,-3.747499,42036,9.52038410062457,852177,0,0,0,0,0,0,0,0,0,0,0,21,0,58,0,0,0,0,15,0,1,2,0,0,0,0
NZ4522,54.595642,-1.297307,26230,9.185070081980799,544346,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,6,0,0,0,12,0,54,7,0
TL0307,51.756636,-0.501888,37581,9.299954354667511,764904,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,1,0,8,0,0,2,9,6,55,1,0
TL0704,51.72892,-0.444884,37762,9.467595626922495,767008,0,0,0,0,0,0,0,0,0,0,0,21,4,3,0,6,0,0,0,0,23,19,0,17,3,0
TL3292,52.514289,-0.048871,34527,9.652146407810283,705433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,63,0,0,0,0
TL2220,51.869633,-0.222155,37045,9.393694060061824,755823,0,0,0,0,0,0,0,0,0,0,0,7,0,56,0,0,0,16,0,0,7,3,1,7,0,0
NZ2260,54.938665,-1.65034,24785,9.225055321924378,517723,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,1,24,0,0,4,0,0,17,35,9
SU8699,51.687604,-0.7501,37938,9.26442781868114,770487,0,0,0,0,0,0,0,0,0,0,0,17,0,35,0,0,0,8,0,0,17,16,3,1,0,0
SU3581,51.531298,-1.489623,38468,8.919624773829188,783036,0,0,0,0,0,0,0,0,0,0,0,1,0,54,0,0,0,1,0,0,19,14,0,0,0,8
TQ5060,51.323697,0.158529,39211,9.109956846042094,797851,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,3,0,26,0,0,0,11,0,2,5,0
TQ2887,51.571734,-0.147219,38306,10.240403627904039,778929,0,0,0,0,0,0,0,0,0,0,0,9,3,2,1,0,0,0,0,1,0,0,0,18,63,0
SO8248,52.13452,-2.257089,36117,10.152291511513583,736083,0,0,0,0,0,0,0,0,0,0,0,23,2,40,0,1,0,12,0,0,2,16,0,0,0,0
SU7013,50.916666,-0.998477,40995,9.769186097116712,830671,0,0,0,0,0,0,0,0,0,0,0,19,0,16,0,3,0,14,0,0,0,1,0,33,11,0
SU0167,51.406524,-1.9798230000000001,39001,9.03688865856348,792802,0,0,0,0,0,0,0,0,0,0,0,11,7,22,0,0,0,0,0,0,35,19,0,2,0,0
NZ4540,54.75739,-1.29451,25510,NA,531746,7,0,0,11,0,0,0,0,0,0,0,20,0,0,0,1,0,31,1,0,8,7,0,5,5,0
TL4654,52.169323,0.140731,35970,9.624069546601216,732047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,70,14,0,1,0,0
TQ0932,51.081381,-0.438141,40282,9.696974900471636,817410,0,0,0,0,0,0,0,0,0,0,0,22,1,15,0,0,0,22,0,0,0,31,2,2,0,2
ST3366,51.393623,-2.957184,38987,NA,793434,47,0,0,10,1,0,0,0,0,0,0,1,0,33,0,0,0,5,0,0,0,0,0,0,0,0
TQ7287,51.560001,0.487113,38315,10.175952557081825,778973,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8,0,6,0,0,0,0,0,33,37,0
TL2804,51.724505,-0.140979,37766,9.532448774726808,767029,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,4,0,0,5,2,0,0,0,0
TL1928,51.942177,-0.262935,36864,9.40119873136059,750220,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,13,0,77,1,0
SU7117,50.952507,-0.98347,40815,9.142015350625504,827872,0,0,0,0,0,0,0,0,0,0,0,8,3,29,0,0,0,9,0,0,44,3,0,1,0,0
TL2314,51.815494,-0.209778,37405,9.546116794179374,760024,0,0,0,0,0,0,0,0,0,0,0,29,0,10,0,0,0,0,0,0,7,0,0,52,0,0
ST9329,51.064797,-2.094136,40439,9.300441512578583,819394,0,0,0,0,0,0,0,0,0,0,0,5,0,27,0,0,0,4,0,0,38,7,9,7,0,0
SU4113,50.919475,-1.410984,40989,10.829309519007529,830642,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,1,0,0,0,0,0,0,0,53,25,0
SZ5393,50.738655,-1.243196,41711,10.556413946823982,844654,0,0,0,1,0,0,0,0,0,0,0,20,5,31,0,0,0,0,0,0,9,28,0,0,3,0
ST1334,51.103251,-3.236834,40243,9.440837227352052,815814,0,0,0,0,0,0,0,0,0,0,0,42,0,26,0,0,0,7,0,0,15,7,0,0,0,0
SJ6588,53.3922,-2.520243,31074,9.57969704559622,638066,0,14,0,0,0,0,0,0,0,0,0,5,6,29,0,2,0,31,0,0,0,0,0,10,0,0
SZ0895,50.759033,-1.880857,41522,10.041156542050492,843209,0,0,0,0,0,0,0,0,0,0,0,13,7,0,6,0,0,0,0,0,0,0,0,71,0,0
SU4727,51.044896,-1.323807,40450,9.935979995618798,820848,0,0,0,0,0,0,0,0,0,0,0,7,0,34,12,8,0,0,7,0,0,4,0,25,0,0
TL0551,52.151715,-0.459429,35962,9.502694892695033,734106,0,0,0,0,0,0,0,0,0,0,0,0,1,18,1,0,0,0,0,0,0,0,0,77,1,0
TL2418,51.851218,-0.193841,37225,9.391970184435937,757225,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,13,0,2,0,0,3,5,0,12,0,0
ST2615,50.934245,-3.047338,40786,9.462354359970535,829127,0,0,0,0,0,0,0,0,0,0,0,35,5,44,0,0,0,0,0,0,4,5,1,2,0,0
SU8393,51.634122,-0.794918,38117,9.240424113581998,774684,0,0,0,0,0,0,0,0,0,0,0,20,0,16,0,1,0,3,0,0,11,21,0,8,16,0
SU3834,51.10851,-1.451438,40268,9.788005447373324,815939,0,0,0,0,0,0,0,0,0,0,0,5,0,18,0,5,0,12,0,3,28,24,0,0,0,0
SU9855,51.290125,-0.588825,39380,9.797892662811531,801299,0,0,0,0,0,0,0,0,0,0,0,41,4,15,0,0,0,1,0,7,0,6,1,16,5,0
SU9955,51.289952,-0.57449,39380,9.797892662811531,801300,0,0,0,0,0,0,0,0,0,0,0,37,2,4,7,0,0,15,0,0,2,0,0,27,1,0
SD4686,54.271338,-2.823014,27470,8.574834078942228,569447,0,0,0,0,0,0,0,0,0,0,0,10,0,37,1,0,4,0,0,0,7,38,0,0,0,0
NZ2271,55.037511,-1.64948,24425,8.569903386019472,510023,0,0,0,0,0,0,0,0,0,4,0,22,0,0,0,0,0,16,0,0,24,30,0,0,1,0
NZ1663,54.965857,-1.743818,24784,8.881622356205007,515617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,0,0,0,16,1,0,23,20,2
SD4578,54.199342,-2.836911,27830,8.854025098041514,575046,0,0,0,22,0,0,0,0,0,0,0,16,0,5,6,0,0,5,0,0,1,0,0,26,13,1
SU4329,51.063195,-1.380622,40449,9.642915532558611,819444,0,0,0,0,0,0,0,0,0,0,0,62,2,14,0,0,0,0,0,0,15,4,0,0,0,0
NT9953,55.77483,-2.009539,21540,8.219002129837602,452600,0,0,0,15,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,17,15,0,32,5,4
TR1562,51.320768,1.091353,39224,10.172056403226922,796516,0,0,0,0,0,0,0,0,0,0,0,34,0,3,0,1,0,12,0,0,31,15,0,0,0,0
NZ1750,54.849002,-1.728985,25144,7.855239389910255,524718,0,0,0,0,0,0,0,0,0,0,0,7,0,5,8,0,0,17,0,0,20,5,0,12,18,1
SZ5193,50.738835,-1.271536,41711,10.556413946823982,844652,0,0,0,0,0,0,0,0,0,0,0,6,0,19,6,4,0,0,0,0,21,26,1,9,1,1
ST3466,51.39374,-2.942813,38987,NA,793435,8,0,0,7,4,0,0,0,0,0,0,5,0,50,0,0,0,18,0,0,0,1,0,0,1,1
TL1630,51.960786,-0.30588,36684,9.724972354762572,748817,0,0,0,0,0,0,0,0,0,0,0,18,0,10,0,4,0,1,0,0,43,21,0,0,0,0
TL1144,52.087629,-0.374061,36323,9.256019064782429,739012,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,5,0,0,38,43,0,0,0,0
SZ6086,50.675027,-1.145152,41893,10.753684427022124,849561,0,0,0,0,0,0,0,0,0,0,0,9,0,46,0,5,0,10,0,0,4,0,1,20,1,0
SU6812,50.907915,-1.027111,40994,9.812213648425638,831369,0,0,0,0,0,0,0,0,0,0,0,18,0,26,0,0,0,6,0,0,0,8,1,36,1,0
SU2329,51.064358,-1.666019,40445,9.553444491454467,819424,0,0,0,0,0,0,0,0,0,0,0,44,1,16,0,0,0,1,0,0,6,27,1,1,0,0
SO4786,52.473893,-2.774343,34670,8.532962437204281,709448,0,0,0,0,0,0,0,0,0,0,0,10,4,55,0,0,0,5,0,0,5,14,0,3,0,0
SX8246,50.306707,-3.651391,43297,10.308252514457095,877383,0,0,0,0,0,0,0,0,0,0,0,39,0,17,7,0,0,4,2,0,7,18,0,0,3,0
TL2626,51.922659,-0.161889,36866,9.294643572004377,751627,0,0,0,0,0,0,0,0,0,0,0,28,2,0,0,7,0,3,0,0,1,7,1,14,31,0
SU1833,51.100508,-1.737167,40264,9.513743377220408,816619,0,0,0,0,0,0,0,0,0,0,0,3,0,23,0,0,0,5,0,0,35,23,6,0,0,0
TL0749,52.133355,-0.430841,36142,9.541208811484326,735508,0,8,0,0,0,0,0,0,0,0,0,3,4,10,3,5,0,0,10,0,6,0,0,32,12,0
ST7694,51.648798,-2.34105,38096,9.217317969142071,773877,0,0,0,0,0,0,0,0,0,0,0,5,5,47,0,10,0,6,0,0,8,16,0,1,0,0
TQ1261,51.341464,-0.386245,39203,10.157499474775902,797113,0,1,0,0,0,0,0,0,0,0,0,36,10,3,0,0,0,0,2,0,0,1,0,38,5,0
SP2797,52.574629,-1.595647,34326,8.941212470989472,701828,0,0,0,0,0,0,0,0,0,0,0,9,1,10,0,8,0,1,0,0,1,19,0,31,16,1
TL2005,51.735266,-0.256398,37585,9.52962363310545,766321,0,0,0,0,0,0,0,0,0,0,0,12,3,27,0,8,0,11,0,0,11,14,0,10,0,0
SZ4790,50.712199,-1.328603,41710,10.388835858797068,846748,0,0,0,0,0,0,0,0,0,0,0,30,64,0,0,0,0,0,0,0,0,3,0,0,1,0
SU7764,51.374277,-0.887956,39196,9.396677475469001,794978,0,0,0,0,0,0,0,0,0,0,0,12,7,10,16,1,0,1,0,0,20,14,0,6,6,0
SO7645,52.107325,-2.344539,36116,9.743349986452404,738177,0,0,0,0,0,0,0,0,0,0,0,21,0,13,10,0,16,13,18,0,0,0,0,5,0,0
SZ4691,50.721272,-1.34264,41710,10.388835858797068,846047,0,0,0,0,0,0,0,0,0,0,0,37,24,16,0,0,0,1,0,0,6,12,0,0,0,0
TL9514,51.794972,0.833608,37420,10.008635429230923,760096,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,44,45,0,0,0,0
TM1435,51.976544,1.121758,36523,9.556969541884593,745415,0,0,0,0,0,0,0,0,2,0,0,6,0,5,0,4,0,0,11,0,29,39,1,0,0,0
SZ5590,50.711492,-1.215306,41712,10.701625379365272,846756,0,0,0,0,0,0,0,0,0,0,0,51,9,21,0,0,0,0,0,0,5,6,0,2,0,1
NZ2549,54.839675,-1.604485,25326,8.60299338924974,525426,0,0,0,0,0,0,0,0,0,25,0,19,7,1,18,0,0,0,0,0,11,5,0,11,0,0
TL5249,52.122781,0.226151,36151,9.455017157359444,735553,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,10,0,1,0,0,20,36,0,15,2,0
TM2831,51.935067,1.322584,36706,10.017634414897914,748229,67,0,0,6,0,0,10,0,1,0,0,0,0,0,8,5,0,0,0,0,0,0,0,1,0,0
SU4001,50.811641,-1.426534,41349,10.463138575383306,839041,7,0,0,4,4,0,0,0,0,0,0,49,1,9,9,3,0,0,0,1,0,5,0,3,0,0
SZ4791,50.721191,-1.328474,41710,10.388835858797068,846048,0,0,0,0,0,0,0,0,0,0,0,66,18,5,0,0,0,1,0,0,0,2,0,2,0,3
SJ3073,53.253938,-3.043174,31607,9.7808609006595,648531,0,7,0,0,3,0,0,0,0,0,0,1,0,44,10,0,0,21,0,0,3,5,0,2,0,0
TM0557,52.177465,1.004155,35802,9.527839471991706,730006,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,8,0,0,14,6,2,40,12,0
TL4719,51.854605,0.140281,37230,9.537098193411621,756548,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,6,0,0,0,0,14,17,5,30,12,5
TM2777,52.348342,1.338827,35086,9.390912958383295,716028,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,78,11,1,1,0,0
SZ1692,50.731885,-1.767572,41704,10.278353873320848,845317,5,0,0,1,0,0,0,0,0,0,0,4,0,20,0,0,0,0,3,20,2,1,1,20,17,0
SX8244,50.288728,-3.650768,43477,10.603904961577058,878783,1,6,0,5,2,0,0,0,1,0,0,10,0,43,1,0,0,12,0,0,8,2,0,3,0,0
SY9285,50.669117,-2.10749,41879,10.107501534160088,850193,0,0,0,0,0,0,0,0,27,0,0,16,1,7,0,0,0,0,1,0,9,0,0,35,1,0
SO5515,51.836325,-2.647246,37192,9.74237928368202,759156,0,2,0,0,0,0,0,0,0,0,0,46,23,8,0,1,0,8,0,0,0,9,0,0,0,0
TL0451,52.151905,-0.474039,35961,9.497696391476847,734105,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,2,0,2,0,0,0,5,3,58,4,0
TM0643,52.051399,1.010273,36342,9.416796912649048,739807,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,5,0,0,49,11,0,0,0,0
TL2313,51.806507,-0.210134,37405,9.546116794179374,760724,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,68,12,0
TL3540,52.046339,-0.02557,36328,9.565095199582952,741836,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,3,1,5,0,0,2,6,0,65,6,0
TL3439,52.037597,-0.040536,36507,9.132604520393274,742535,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,1,0,21,0,0,35,30,0,0,0,1
SU6810,50.889933,-1.027485,40994,9.812213648425638,832769,0,0,0,0,0,0,0,0,0,0,0,14,0,15,3,0,0,0,0,0,0,0,0,54,11,0
SU3277,51.495514,-1.533237,38647,8.843933505294475,785833,0,0,0,0,0,0,0,0,0,0,0,13,0,22,0,5,0,11,0,0,6,27,0,0,7,5
TQ2073,51.447676,-0.267375,38845,10.435101897338317,788721,0,1,0,0,0,0,0,0,0,0,0,6,0,14,0,1,0,55,0,0,0,1,0,18,1,0
ST53,51.1,-2.7,40251,9.716719656758068,816551,0,0,0,0,0,0,0,0,0,0,0,51,8,27,0,0,0,1,0,0,2,7,1,0,0,0
SU6264,51.376123,-1.103427,39193,9.482162580000105,794963,0,0,0,0,0,0,0,0,0,4,0,18,14,2,2,21,0,0,10,0,0,2,0,11,8,2
SU8728,51.049194,-0.753093,40458,9.335389107439488,820188,0,0,0,0,0,0,0,0,0,0,0,14,30,27,0,0,0,2,0,1,1,19,0,2,0,0
SU4964,51.377403,-1.290185,39190,9.29635238416721,794950,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,1,0,0,0,0,0,32,0,19,7,21
SU8533,51.094445,-0.780437,40278,9.060221158727343,816686,0,0,0,0,0,0,0,0,0,0,0,26,3,28,0,1,0,0,15,0,0,2,0,20,1,0
SD8266,54.0941,-2.269063,28197,7.325406746360439,583483,0,0,0,0,0,0,0,0,0,0,0,12,0,44,0,0,0,37,0,0,0,0,0,2,0,2
TL3652,52.153915,-0.006195,35968,9.514769944095706,733437,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,62,34,0,0,0,0
TL5355,52.176406,0.243455,35791,9.65486635039591,731354,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,38,49,0,1,0,0
SD4482,54.23518,-2.852979,27649,8.599434352108021,572245,0,0,0,0,0,0,0,0,2,3,0,8,5,51,0,0,1,0,2,0,1,20,0,2,0,0
ST2315,50.933854,-3.090022,40785,9.09893057436076,829124,0,0,0,0,0,0,0,0,0,0,0,11,0,49,0,0,0,0,4,0,19,7,1,3,0,2
TQ5537,51.115696,0.220263,40112,9.35467195054297,813956,0,0,0,0,0,0,0,0,0,0,0,16,81,0,0,0,0,0,0,0,1,0,0,0,0,0
SU3237,51.135856,-1.53687,40087,9.742792898785112,813833,0,0,0,0,0,0,0,0,0,0,0,8,2,45,0,0,0,7,0,0,0,21,0,0,0,14
SO5808,51.773623,-2.602869,37552,9.135171721353464,764059,0,0,0,0,0,0,0,0,0,0,0,20,1,7,0,5,0,26,0,0,0,6,0,27,3,0
TL5252,52.149732,0.227496,35971,9.485497810705732,733453,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,3,0,0,35,54,0,1,0,0
SD1772,54.141684,-3.264373,28004,9.49938879994944,579218,0,0,0,44,17,0,0,0,0,0,0,0,0,0,1,0,0,0,35,0,0,0,0,0,0,0
SU8186,51.571489,-0.825434,38297,9.10777642875498,779582,0,0,0,0,0,0,0,0,0,0,0,27,2,48,5,0,0,3,0,0,6,3,0,0,2,0
TQ2431,51.069338,-0.224447,40285,9.399934754535874,818125,0,0,0,0,0,0,0,0,0,0,0,13,9,5,0,1,0,0,0,3,60,5,0,0,0,0
ST2818,50.961469,-3.019471,40786,9.462354359970535,827029,0,0,0,0,0,0,0,0,0,0,0,8,0,33,0,0,0,9,0,0,30,6,2,8,1,0
TL7901,51.683568,0.595154,37776,9.63485582546629,769180,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,3,0,0,0,0,67,2,0,5,0,0
SP6825,51.923816,-1.005308,36854,8.899943718244598,752269,0,3,0,0,0,0,0,0,0,0,0,2,0,26,0,0,0,12,0,0,9,34,2,3,5,0
TQ5536,51.106711,0.219832,40112,9.35467195054297,814656,0,0,0,0,0,0,0,0,0,0,0,15,84,0,0,0,0,0,0,0,0,0,0,0,0,0
SU9190,51.605913,-0.680142,38119,9.353051697427551,776792,0,0,0,0,0,0,0,0,0,0,0,15,0,10,16,3,0,26,0,0,0,16,0,6,3,0
SY2995,50.754798,-3.000796,41506,10.047506788776264,843130,0,0,0,0,0,0,0,0,0,0,0,13,2,69,0,0,0,0,0,0,7,5,1,1,0,0
SY9981,50.633196,-2.008431,42060,10.117559760581623,853000,0,0,0,0,0,0,0,0,0,0,0,32,0,44,0,0,0,21,0,0,0,1,0,0,0,0
TL1431,51.970188,-0.334642,36683,9.405733014394283,748115,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,6,0,7,0,0,15,32,0,22,0,0
NU0348,55.729893,-1.945837,21721,8.200698849434625,456104,79,0,1,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0
ST4474,51.466734,-2.800357,38809,10.267894212941284,787845,0,0,0,0,0,0,0,0,0,0,0,9,0,47,0,0,0,3,6,0,5,13,0,13,1,0
TR3461,51.304284,1.36289,39227,10.228085254470074,797235,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37,1,0,23,14,0,20,2,0,0,0,0
TA0531,53.769168,-0.400837,29482,9.647612682710358,608106,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,0,0,17,0,0,0,14,0,21,2,0
SP4465,52.285845,-1.349063,35409,9.199995807446276,724245,0,0,0,0,0,0,0,0,0,0,0,4,0,25,0,7,0,11,0,0,23,20,0,0,6,0
SP6715,51.834042,-1.0218,37214,9.026956479613736,759268,0,0,0,0,0,0,0,0,0,0,0,35,0,11,0,0,0,39,0,0,8,4,0,0,0,0
SU0689,51.604302,-1.907541,38282,9.466511799120951,777407,0,0,0,0,0,0,0,0,0,0,0,45,0,38,0,0,0,2,0,0,0,13,0,0,0,0
SY9181,50.633132,-2.121548,42059,9.908527342081664,852992,0,0,0,0,0,0,0,0,0,0,0,22,0,49,0,0,0,11,0,0,1,5,8,0,0,0
TA0193,54.326988,-0.440785,27321,9.061062846191524,564702,0,0,0,0,0,0,0,0,0,0,0,1,0,34,0,3,0,5,0,0,0,43,0,11,0,0
TQ3687,51.569856,-0.031855,38308,10.707595856259678,778937,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,1,0,10,81,0
SU2986,51.576598,-1.575698,38286,9.311913984939357,779530,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,1,0,1,0,0,1,12,0,0,0,32
TF1368,53.201469,-0.302273,31823,9.208706487840686,652214,0,0,0,0,0,0,0,0,0,0,0,29,0,4,0,0,0,15,0,0,0,50,0,0,0,0
ST4933,51.098569,-2.722575,40250,9.999506978093974,816550,0,0,0,0,0,0,0,0,0,0,0,22,1,44,0,0,0,1,0,0,8,6,5,5,3,0
TQ3062,51.346607,-0.127594,39207,10.004925944787676,796431,0,0,0,0,0,0,0,0,0,0,0,11,0,2,26,0,0,0,0,0,0,3,0,40,16,0
SP3771,52.340304,-1.451009,35228,9.020217038841556,720038,0,0,0,0,0,0,0,0,0,0,0,40,1,6,0,6,0,5,0,0,2,31,0,6,0,0
SZ3393,50.740149,-1.52661,41707,10.282927907758223,844634,56,0,0,15,15,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,1,0
ST3451,51.258882,-2.940051,39527,10.393436376769191,803935,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
SU7209,50.880455,-0.970824,41175,10.274042085420565,833473,0,0,0,0,0,0,0,0,0,0,0,27,0,44,0,0,0,11,0,0,0,3,0,8,2,1
ST5149,51.242603,-2.696178,39711,9.614391630400814,805352,0,0,0,0,0,0,0,0,0,0,0,1,0,84,0,0,0,1,0,0,5,5,1,0,0,0
SU3959,51.333228,-1.434408,39368,8.868727827289858,798440,0,0,0,0,0,0,0,0,0,0,0,14,1,23,0,0,0,14,0,0,42,2,0,1,0,0
SS9048,51.225155,-3.569485,39699,9.586238753748557,805991,0,0,0,0,0,0,0,0,0,0,0,20,2,17,50,0,0,0,0,0,6,1,0,1,0,0
TQ5401,50.792482,0.19072,41371,9.80621619835606,839155,0,0,0,0,0,0,0,0,0,0,0,35,2,22,0,0,0,23,0,0,5,1,0,8,0,0
SP3570,52.331447,-1.480468,35228,9.020217038841556,720736,0,0,0,0,0,0,0,0,0,0,0,59,16,0,0,0,0,1,0,0,7,15,0,0,0,0
SD9889,54.301108,-2.024552,27480,7.278598937704509,567399,0,0,0,0,0,0,0,0,0,0,0,9,0,47,28,0,0,13,0,0,0,1,0,0,0,0
NZ2616,54.543072,-1.591899,26406,8.553679897542581,548527,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,5,0,0,16,20,0,38,7,0
NU2520,55.477659,-1.598125,22626,NA,475726,5,0,7,2,0,0,0,0,0,4,0,2,0,42,11,0,0,0,0,0,13,10,0,0,0,0
TG3406,52.605632,1.461791,34007,9.591486927601172,695735,0,0,0,0,0,0,0,0,0,0,0,39,0,2,0,2,0,0,0,5,29,14,0,5,0,0
TL5320,51.861972,0.227774,37051,9.471215366484754,755854,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,14,0,13,0,0,0,1,0,0,0,1
ST6131,51.081519,-2.550997,40253,9.753552082436588,817962,0,0,0,0,0,0,0,0,0,2,0,7,0,28,0,0,0,2,0,0,14,27,0,6,5,3
TL5420,51.861697,0.242285,37051,9.471215366484754,755855,0,1,0,0,0,0,0,0,0,0,0,44,0,0,0,39,0,2,0,0,11,1,0,0,0,0
TL3114,51.813671,-0.093789,37407,9.803293235481629,760032,0,0,0,0,0,0,0,0,0,0,0,29,0,13,0,0,0,8,0,0,4,24,0,16,1,0
SU4132,51.090318,-1.408817,40269,9.67238725349256,817342,0,0,0,0,0,0,0,0,0,0,0,24,0,57,0,0,0,4,0,0,3,9,0,0,0,0
SZ0080,50.624203,-1.994293,42061,10.199618702263965,853701,0,0,0,0,0,0,0,0,0,0,0,2,0,55,0,0,0,3,0,0,28,7,3,0,0,0
ST3937,51.133563,-2.866042,40068,10.149867520528213,813740,0,0,0,0,0,0,0,0,0,0,0,28,0,48,0,0,0,9,0,0,5,6,0,1,0,0
SX8760,50.43354,-3.585395,42758,10.422298470335429,867588,0,0,0,0,0,0,0,0,0,0,0,11,0,12,0,0,0,0,0,0,13,17,0,39,4,0
ST5050,51.251508,-2.710641,39531,8.627407435073788,804651,0,0,0,0,0,0,0,0,0,0,0,7,0,60,0,0,0,7,0,0,5,5,3,6,3,0
SP3860,52.241347,-1.437585,35588,9.183651141620453,727739,0,0,0,0,0,0,0,0,0,0,0,13,0,30,0,0,0,8,0,0,27,17,0,2,0,0
ST7898,51.684843,-2.312391,37916,9.274360801572335,771079,0,0,0,0,0,0,0,0,0,0,0,14,0,52,0,1,0,7,0,0,2,14,0,7,0,0
SX8859,50.424741,-3.571023,42938,10.592277974005244,868289,0,1,0,0,0,0,0,0,0,0,0,13,1,26,0,0,0,4,0,0,0,3,0,41,8,0
NZ1758,54.920892,-1.728502,24964,8.34386930305347,519118,0,0,0,0,0,0,0,0,0,1,0,26,21,4,0,0,0,4,0,0,23,14,0,0,0,3
ST5577,51.494681,-2.642394,38632,10.237989958004695,785756,0,0,0,0,0,0,0,0,0,0,0,23,0,2,16,1,0,0,0,0,0,3,0,49,3,0
SY9582,50.642171,-2.065002,42060,10.117559760581623,852296,0,0,0,0,0,0,0,0,0,0,0,13,0,56,0,0,0,17,0,0,0,5,0,3,2,0
TQ3153,51.265495,-0.116558,39567,9.45546374699342,802732,0,0,0,0,0,0,0,0,0,0,0,27,2,41,0,0,0,12,0,0,0,10,0,1,4,0
ST4273,51.457543,-2.828982,38809,10.267894212941284,788543,0,0,0,0,0,0,0,0,0,0,0,17,10,50,0,0,0,4,1,0,6,0,0,8,0,0
SU6473,51.456814,-1.073062,38833,9.600245678665484,788665,0,0,0,0,0,0,0,0,0,0,0,20,2,6,6,0,0,2,0,0,47,12,0,0,0,0
ST1624,51.013794,-3.191685,40604,10.017512831843018,822817,0,0,0,0,0,0,0,0,0,0,0,12,0,31,2,0,0,3,0,0,7,29,0,9,4,0
