OSGR,Lat,Long,CellID_MeanTemps,MeanTemp,CellIDs_LCM,Sea / Estuary,Water (inland),Littoral rock,Littoral sediment,Saltmarsh,Supra-littoral rock,Supra-littoral sediment,Bog (deep peat) ,Dense dwarf shrub heath,Open dwarf shrub heath,Montane habitats,Broad-leaved / mixed woodland ,Coniferous woodland,Improved grassland,Neutral grassland,Setaside grassland,Bracken,Calcareous grassland,Acid grassland,"Fen, marsh, swamp",Arable cereals,Arable horticulture,Arable non-rotational,Suburban / rural developed,Continuous urban,Inland bare ground
NZ2572,55.046353,-1.602452,24426,8.593951209551488,509326,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11,0,0,22,61,0,0,0,1
TQ8391,51.59246,0.647711,38137,9.953307340012126,776184,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1,0,0,0,0,17,19,0,0,0,0
NZ3437,54.731305,-1.465781,25687,8.101633156324896,533835,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,16,0,0,20,24,0,6,22,6
SJ6577,53.293329,-2.519041,31434,9.698091689745237,645766,0,6,0,0,0,0,0,0,0,0,0,10,0,39,0,0,0,2,0,0,34,1,0,4,1,0
SU9611,50.89493,-0.629241,41000,9.11627496771415,832097,0,0,0,0,0,0,0,0,0,0,0,14,0,39,0,0,0,0,0,0,29,16,0,0,0,0
SZ4598,50.784295,-1.355942,41530,10.497911583737006,841146,49,0,0,1,2,0,0,0,0,2,0,0,0,11,0,3,0,0,2,0,4,13,0,1,4,3
SE9692,54.318972,-0.517961,27320,8.371676373573216,565397,0,0,0,0,0,0,0,0,0,0,0,2,22,25,3,2,0,0,1,0,0,40,0,2,0,0
SX9586,50.668758,-3.480097,41860,10.197096585060669,849396,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,15,5,0,24,13,0,0,15,3
NZ5329,54.657761,-1.172228,26051,9.396935879833585,539454,78,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE3166,54.093444,-1.519874,28207,8.814340392441736,583532,0,0,0,0,0,0,0,0,0,0,0,8,0,23,0,0,0,6,0,0,20,35,0,4,1,0
SJ7120,52.781322,-2.423971,33415,8.953094285029968,685672,0,0,0,0,0,0,0,0,0,0,0,1,0,41,2,0,0,6,0,0,25,7,0,9,5,0
SP3761,52.250406,-1.452119,35588,9.183651141620453,727038,0,0,0,0,0,0,0,0,0,0,0,13,6,13,0,5,0,5,0,0,35,13,0,6,0,0
SE3763,54.066082,-1.428512,28388,8.750793849069757,585638,0,0,0,0,0,0,0,0,0,0,0,7,0,15,0,0,0,9,0,0,28,32,0,0,1,3
SU5097,51.674008,-1.271099,37931,9.756481263771171,771851,0,1,0,0,0,0,0,0,0,0,0,1,2,11,0,0,0,5,0,0,5,20,0,40,10,1
TQ0980,51.512825,-0.423431,38482,10.24716111592969,783810,0,0,0,0,0,0,0,0,0,0,0,2,0,3,21,0,0,0,0,0,0,0,0,47,23,0
ST4574,51.466831,-2.785962,38810,10.1260509225612,787846,0,0,0,0,0,0,0,0,0,0,0,25,0,35,0,0,0,4,4,0,9,9,0,9,0,1
TL1313,51.808625,-0.355109,37403,9.26216631746072,760714,0,0,0,0,0,0,0,0,0,0,0,22,0,21,0,2,0,7,0,0,1,8,5,31,0,0
SZ0284,50.66017,-1.965993,42061,10.199618702263965,850903,0,11,0,7,0,0,0,0,25,19,0,5,0,14,0,1,0,0,5,0,0,3,0,6,0,0
NZ2545,54.80373,-1.604836,25326,8.60299338924974,528226,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,5,0,0,67,18,0,1,0,0
SO9546,52.1168,-2.067133,36120,9.790329045356987,737496,0,1,0,0,0,0,0,0,0,0,0,7,0,31,9,7,0,3,0,0,19,15,0,4,0,0
ST3038,51.14153,-2.994844,40067,10.440433307957402,813031,0,0,0,10,0,0,0,0,0,0,0,0,0,21,0,0,0,8,0,0,21,8,0,20,9,0
TQ4782,51.522162,0.124656,38490,10.752263708654457,782448,1,0,0,9,0,0,0,0,0,0,0,0,0,0,30,2,0,0,1,0,0,24,0,5,12,11
SJ7824,52.817605,-2.320458,33416,8.888190589605639,682879,0,0,0,0,0,0,0,0,0,0,0,33,0,8,0,0,0,0,0,0,31,17,0,0,8,0
SO9754,52.188737,-2.037987,35940,9.622479974764243,731898,0,0,0,0,0,0,0,0,0,0,0,1,0,66,0,1,0,6,0,0,11,9,0,2,0,0
SW9946,50.284322,-4.815765,43280,10.305615467047923,877300,0,0,0,0,0,0,0,0,0,0,0,17,0,29,0,0,0,7,0,0,21,17,0,5,0,0
SP4669,52.321638,-1.319195,35410,9.25179939646778,721447,0,46,0,0,0,0,0,0,0,0,0,5,0,28,0,3,0,6,0,0,0,9,0,0,0,0
SE7099,54.386118,-0.915924,27135,7.176105644911842,560471,0,0,0,0,0,0,0,0,58,3,0,0,0,0,7,0,0,0,19,0,0,0,0,1,0,9
ST6174,51.468149,-2.555644,38813,10.296292877572059,787862,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,2,0,59,21,0
ST52,51.1,-2.7,40251,9.716719656758068,816551,0,0,0,0,0,0,0,0,0,0,0,51,8,27,0,0,0,1,0,0,2,7,1,0,0,0
TG3619,52.721414,1.500587,33648,9.550036174898585,686637,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,85,1,2,0,2,0,0
SO5051,52.159542,-2.725018,35931,9.160953793063381,733951,0,0,0,0,0,0,0,0,0,0,0,57,0,17,0,3,0,0,0,0,0,18,0,1,1,0
SX4268,50.495075,-4.221946,42569,10.01032774551825,861943,0,3,0,2,2,0,0,0,0,0,0,26,0,24,0,0,0,6,0,0,20,13,0,0,0,0
NZ1157,54.912079,-1.82215,24963,8.381897427241931,519812,0,0,0,0,0,0,0,0,1,0,0,6,9,27,0,0,4,24,0,0,4,6,0,14,0,0
SD9178,54.202178,-2.131799,27839,6.625960397632909,575092,0,0,0,0,0,0,0,0,2,7,0,2,0,26,52,0,1,4,1,0,0,0,0,1,0,0
TR3764,51.329968,1.407846,39228,NA,795138,4,0,0,1,0,0,3,0,3,0,0,0,0,0,0,2,0,0,0,0,0,6,0,62,16,0
SP3976,52.385113,-1.421068,35048,9.32212593597011,716540,0,0,0,0,0,0,0,0,0,0,0,33,19,16,3,17,0,0,0,0,4,5,0,1,0,0
TR2269,51.380919,1.196022,39045,10.12006546245827,791623,65,0,0,0,0,0,3,0,0,0,0,0,0,3,0,1,0,8,0,0,1,11,0,0,2,0
SW8942,50.244913,-4.953717,43458,10.398640506691907,880090,0,0,0,0,0,0,0,0,0,0,0,34,1,32,0,0,0,2,0,0,17,5,0,4,1,0
SP4264,52.277013,-1.378506,35589,9.163630186416174,724943,0,2,0,0,0,0,0,0,0,0,0,18,0,0,0,3,0,7,0,0,10,35,0,7,13,0
SP4065,52.286153,-1.407698,35409,9.199995807446276,724241,0,0,0,0,0,0,0,0,0,0,0,5,0,19,0,2,0,9,0,0,31,17,0,8,3,2
TR0963,51.331986,1.005961,39222,10.179937698847588,795810,0,0,0,0,0,0,0,0,0,0,0,17,0,28,0,0,0,12,0,0,21,13,0,7,0,0
ST1136,51.120925,-3.265883,40063,9.349214256511223,814412,0,0,0,0,0,0,0,0,0,0,0,9,0,42,0,0,0,10,0,0,0,35,0,1,0,0
SX8572,50.541026,-3.617223,42398,10.614006885749163,859186,0,0,0,0,0,0,0,0,0,0,0,10,0,37,1,0,0,8,0,0,20,6,0,13,1,0
SK4443,52.986997,-1.338576,32709,8.935300150504867,669645,0,1,0,0,0,0,0,0,0,0,0,8,0,27,0,0,0,41,0,0,0,10,0,7,2,0
SP1394,52.548184,-1.802348,34503,9.454510842588608,703914,0,0,0,0,0,0,0,0,0,0,0,20,2,19,8,20,0,0,0,0,0,4,0,15,3,5
SU8481,51.526101,-0.783357,38477,9.238155740819254,783085,0,0,0,0,0,0,0,0,0,0,0,18,0,5,0,0,0,5,0,0,39,23,0,8,0,0
SZ4197,50.775603,-1.412792,41529,10.4298432750502,841842,0,2,0,1,0,0,0,0,0,0,0,1,0,59,2,1,0,13,0,0,4,6,0,0,2,2
TL7794,52.519468,0.614674,34536,8.947644039012888,704078,0,0,0,0,0,0,0,0,0,0,0,20,33,0,0,1,0,11,0,0,5,24,0,3,0,0
SK5801,52.608139,-1.137553,34152,9.319518371535155,699059,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,0,0,0,0,0,0,0,0,28,41,0
TQ0493,51.630618,-0.491594,38121,9.734861593062574,774705,0,29,0,0,0,0,0,0,0,0,0,12,5,10,2,0,0,0,0,0,7,5,0,22,3,0
SX5463,50.453245,-4.050932,42751,9.78591846663189,865455,0,0,0,0,0,0,0,0,1,0,0,9,0,15,43,0,0,0,14,0,0,12,0,2,0,0
TQ3918,50.949063,-0.015482,40828,10.08271025034891,827240,0,0,0,0,0,0,0,0,0,0,0,24,9,39,0,0,0,3,0,0,0,2,0,11,3,7
SP1096,52.566229,-1.846526,34323,9.102641902813913,702511,0,0,0,0,0,0,0,0,0,0,0,59,5,10,0,0,0,0,0,0,0,0,0,0,23,1
TG4017,52.701708000000004,1.558232,33649,9.470661287040203,688041,0,0,0,0,0,0,0,0,0,0,0,8,0,0,29,0,0,48,0,7,7,0,0,0,0,0
SK1273,53.25836,-1.814084,31623,7.52090101170407,648613,0,2,0,0,0,0,0,0,0,0,0,13,1,37,0,0,0,41,0,0,4,0,0,0,0,0
SK3966,53.194124,-1.410233,31808,8.558717411859531,653540,0,0,0,0,0,0,0,0,0,0,0,4,0,14,0,0,0,1,0,0,0,32,0,44,1,0
SK1473,53.258309,-1.784104,31623,7.52090101170407,648615,0,0,0,0,0,0,0,0,0,2,0,11,2,37,0,0,17,26,0,0,1,0,0,0,0,1
SU7071,51.438119,-0.987117,38835,10.091881072562847,790071,0,2,0,0,0,0,0,0,0,0,0,14,0,44,13,1,0,9,0,0,4,2,0,5,2,0
TL7286,52.449224,0.536921,34715,9.317612208075273,709673,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,2,0,0,5,1,26,38,1,4,2,0
SU2526,51.037298,-1.637689,40446,9.68597183710108,821526,0,0,0,0,0,0,0,0,0,0,0,8,1,19,0,0,0,14,0,0,22,26,0,5,1,0
SU3501,50.811969,-1.497498,41348,10.20078726869158,839036,0,0,0,0,0,0,0,0,76,9,0,1,6,0,0,0,0,0,0,4,0,1,0,1,0,0
SK3552,53.068565,-1.471646,32348,8.78592867663365,663336,0,0,0,0,0,0,0,0,0,0,0,15,0,27,0,0,0,24,0,0,0,18,0,15,0,0
TF3539,52.935804,0.01468,32908,9.248325390165745,672536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,9,76,0,0,0,0
TL8681,52.39973,0.739899,34898,9.305496030885864,713187,0,0,0,0,0,0,0,0,0,0,0,9,3,0,55,0,0,13,1,0,2,4,0,6,3,0
SU3007,50.866206,-1.567965,41167,10.064577480154998,834831,0,0,0,0,0,0,0,0,0,0,0,34,4,29,4,0,0,3,0,0,2,6,0,12,0,0
SJ3335,52.912791,-2.990343,32867,9.173278679076645,675134,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,1,0,0,1,4,0,0,0,0
ST8648,51.23552,-2.194749,39718,9.228703244910518,806087,0,0,0,0,0,0,0,0,0,0,0,3,0,25,0,0,0,1,0,0,32,33,0,0,1,1
SW5932,50.143687,-5.367429,43812,10.539164536163511,887060,0,0,0,0,0,0,0,0,0,0,0,8,0,7,18,0,0,2,5,0,9,45,0,1,1,0
TF6832,52.863606,0.501606,33094,9.392315591074546,677469,0,0,0,0,0,0,1,0,0,0,0,9,0,7,6,0,0,0,4,0,8,35,0,25,0,0
TL1517,51.844164,-0.324779,37224,9.255688047732367,757916,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,8,0,1,0,0,14,57,0,3,0,0
TL0405,51.738474,-0.488006,37581,9.299954354667511,766305,0,0,0,0,0,0,0,0,0,0,0,18,14,0,0,6,0,1,0,0,19,7,0,13,18,0
ST4330,51.071034,-2.807783,40249,10.011399151660578,818644,0,2,0,0,0,0,0,0,0,0,0,1,4,43,0,0,0,1,0,0,5,32,0,0,0,8
NZ1046,54.813251,-1.838144,25323,7.82820937085967,527511,0,0,0,0,0,0,0,0,2,2,0,0,1,28,0,0,0,64,0,0,0,0,0,0,0,0
SU2282,51.540955,-1.676964,38465,9.198134213380172,782323,0,0,0,0,0,0,0,0,0,0,0,5,0,22,0,5,0,9,0,0,12,42,0,1,1,0
SP3468,52.313531,-1.495347,35407,9.271055954098864,722135,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,2,0,0,15,25,0,37,0,0
SU3103,50.830184,-1.554099,41347,9.957407827479644,837632,0,0,0,0,0,0,0,0,0,0,0,42,32,18,2,1,0,0,0,0,0,0,0,0,0,0
SV9216,49.969258,-6.289845,44339,NA,898193,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NZ1044,54.795278,-1.838216,25503,7.457152093773917,528911,0,0,0,0,0,0,0,0,0,0,0,28,0,25,0,0,0,18,0,0,5,15,0,2,0,2
TL3604,51.722616,-0.025227,37768,10.084425257538625,767037,0,2,0,3,0,0,0,0,0,0,0,8,0,3,0,0,0,22,0,0,0,3,0,53,4,0
SP4079,52.412009,-1.406015,35049,9.136546163088527,714441,0,0,0,0,0,0,0,0,0,0,0,25,0,4,0,6,0,11,0,0,26,20,0,3,0,0
SU2245,51.208268,-1.679295,39725,9.239557635985694,808223,0,0,0,0,0,0,0,0,0,0,0,15,0,26,0,0,0,7,0,0,6,21,0,17,0,5
TF6729,52.836975,0.485227,33274,9.331819855650066,679568,0,0,0,0,0,0,0,0,0,0,0,30,2,4,12,0,0,1,5,0,0,32,0,10,0,0
TF8331,52.849727,0.723604,33097,9.163423089713499,678184,0,0,0,0,0,0,0,0,0,0,0,21,4,1,15,0,0,0,0,0,18,33,0,3,2,0
SP3875,52.376194,-1.435875,35048,9.32212593597011,717239,0,8,0,0,0,0,0,0,0,0,0,48,0,8,8,6,0,0,0,0,0,6,0,7,4,0
TR1463,51.330124,1.077626,39223,10.115867956232325,795815,0,0,0,0,0,0,0,0,0,0,0,69,11,0,0,0,0,18,0,0,0,0,0,0,0,0
SP3979,52.412081,-1.420715,35048,9.32212593597011,714440,0,12,0,0,0,0,0,0,0,0,0,23,3,28,2,0,0,10,0,0,6,14,0,0,0,0
SU6916,50.94376,-1.012129,40814,9.213929973816203,828570,0,0,0,0,0,0,0,0,0,0,0,2,0,20,0,6,0,3,0,0,28,14,0,24,1,0
SP3978,52.403092,-1.420833,35048,9.32212593597011,715140,0,1,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,52,33,0,0,0,0
SP4570,52.330711,-1.33373,35230,9.191567094705773,720746,0,24,0,0,0,0,0,0,0,0,0,5,0,43,0,2,0,6,0,0,2,9,0,1,2,1
SP0896,52.566264,-1.876032,34322,9.186558912911345,702509,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,17,71,0
TG3621,52.739359,1.502026,33468,9.525964490413497,685237,0,32,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,7,1,24,0,0,0,0
NY5030,54.667132,-2.76898,25851,8.023849961703128,538651,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8,0,0,7,0,0,3,4,0,16,31,0
SP0996,52.566247,-1.861279,34322,9.186558912911345,702510,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,86,7
SP0998,52.584227,-1.861222,34322,9.186558912911345,701110,0,3,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,1,67,0
SP0995,52.557257,-1.861307,34322,9.186558912911345,703210,0,1,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,45,36,8
TG3813,52.666701,1.525796,33828,9.630728445031355,690839,0,3,0,0,0,0,0,0,0,0,0,57,0,2,0,0,0,0,0,5,5,23,0,1,0,0
TL3680,52.405489,0.00513,34888,9.45298888134338,713837,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,44,45,0,0,0,0
SW8937,50.200006,-4.950942,43638,10.563686883299003,883590,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
SJ9472,53.249486,-2.083887,31619,8.635195684409496,649295,0,0,0,0,0,0,0,0,4,0,0,16,0,8,33,0,26,7,0,0,0,0,0,0,0,1
TF6940,52.935137,0.520613,32734,9.516576618419279,671870,0,0,0,0,0,0,0,0,0,0,0,30,3,6,0,0,0,2,0,0,25,21,0,3,7,0
ST1925,51.023213,-3.149151,40424,9.996186681123753,822120,0,0,0,0,0,0,0,0,0,0,0,4,0,34,0,0,0,3,0,0,4,16,0,33,4,0
SP5077,52.3932,-1.259313,35051,9.23535505657005,715851,0,0,0,0,0,0,0,0,0,0,0,18,3,14,0,3,0,9,0,0,3,10,0,3,27,6
SK5075,53.274088,-1.24418,31451,8.762208210659946,647251,0,0,0,0,0,0,0,0,0,0,0,13,0,7,0,0,0,29,0,0,9,13,0,25,1,0
SU3544,51.198619,-1.493305,39908,9.766835439130727,808936,0,0,0,0,0,0,0,0,0,0,0,9,3,19,1,0,0,2,0,0,2,10,0,50,0,0
SU3646,51.21654,-1.478791,39728,9.635239436237367,807537,0,1,0,0,0,0,0,0,0,0,0,11,2,7,3,0,0,0,0,0,1,4,0,58,7,2
SK3321,52.790037,-1.504682,33427,8.79880720409845,685034,0,0,0,0,0,0,0,0,0,0,0,3,0,51,2,0,0,0,0,0,0,37,0,5,0,0
SU3949,51.243315,-1.435511,39728,9.635239436237367,805440,0,0,0,0,0,0,0,0,0,0,0,19,0,34,0,0,0,0,0,0,9,19,0,0,0,17
TR3657,51.267553,1.388884,39408,10.419676759928572,800037,47,0,0,2,0,0,18,0,0,0,0,0,0,0,14,3,0,0,9,0,3,0,0,2,0,0
SK5278,53.300858,-1.213697,31451,8.762208210659946,645153,0,0,0,0,0,0,0,0,0,0,0,75,9,0,0,0,0,0,0,0,10,3,0,2,0,0
SK0282,53.339397,-1.963916,31261,8.434164040654778,642303,0,0,0,0,0,0,0,0,0,0,0,21,0,47,8,0,0,5,0,0,0,0,0,16,0,0
SU1716,50.947674,-1.752264,40804,9.494150762949975,828518,0,0,0,0,0,0,0,0,0,0,0,41,47,1,0,0,0,4,0,0,0,0,3,1,0,0
TQ9833,51.066504,0.831694,40300,9.97222732633072,816799,0,0,0,0,0,0,0,0,0,0,0,24,7,22,0,0,0,15,0,0,8,22,0,0,0,0
SK2917,52.754313,-1.564354,33606,9.126706298370372,687830,0,0,0,0,0,0,0,0,0,0,0,12,0,25,0,0,0,26,0,0,0,25,0,8,1,0
SU3621,50.991747,-1.481312,40628,10.051752966536503,825037,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,80,0,0
SK6538,52.939906,-1.026811,32894,9.352917176115847,673166,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,1,0,0,0,44,0,7,0,0
SK2220,52.781616,-1.667862,33425,9.31226055603129,685723,0,11,0,0,0,0,0,0,0,0,0,0,2,19,33,0,0,0,0,0,0,10,0,6,9,6
TL2117,51.842892,-0.237725,37225,9.391970184435937,757922,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,32,43,1,4,2,0
SU3203,50.830128,-1.5399,41347,9.957407827479644,837633,0,0,0,0,0,0,0,0,0,0,0,75,16,3,0,0,0,1,0,1,0,0,0,0,0,0
ST4240,51.160846,-2.823651,39889,10.203316903858779,811643,0,12,0,0,0,0,0,0,0,0,0,28,1,0,19,0,0,0,0,35,1,0,0,0,0,0
TL2171,52.32815,-0.218504,35245,9.784716421920926,720122,0,11,0,0,0,0,0,0,0,0,0,27,0,9,1,1,0,16,5,0,14,0,0,6,6,0
SP3365,52.286623,-1.510313,35407,9.271055954098864,724234,0,2,0,0,0,0,0,0,0,0,0,22,0,40,0,2,0,16,0,0,0,2,0,9,4,0
SK7138,52.939142,-0.937548,32895,9.384123979376458,673172,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,0,0,79,0,2,0,0
SK4572,53.247575,-1.31958,31630,8.738286260015116,649346,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,0,0,10,0,0,0,15,0,9,14,0
SO9783,52.449453,-2.038212,34860,9.186070290898186,711598,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,10,0,28,41,4
SK5033,52.896581,-1.250762,33071,9.484397962580179,676651,0,4,0,0,0,0,0,0,0,0,0,18,0,11,0,0,0,15,0,0,1,14,0,22,8,1
ST3308,50.872158,-2.94646,41147,9.733760941678275,834034,0,0,0,0,0,0,0,0,0,0,0,6,0,47,0,0,0,0,0,0,9,1,0,26,4,2
SK5374,53.264807,-1.199365,31631,8.811123488689875,647954,0,0,0,0,0,0,0,0,0,0,0,20,6,4,10,0,0,4,0,0,8,18,0,6,20,0
SU5948,51.232592,-1.149187,39732,9.274188241016368,806160,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,14,0,13,0,0,11,37,0,1,0,6
SU9739,51.14647,-0.607507,40100,9.464328120948748,812498,0,0,0,0,0,0,0,0,0,4,0,26,24,24,0,1,0,0,0,0,3,5,0,9,0,0
SU6189,51.600992,-1.113445,38293,9.31566394392112,777462,0,5,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,20,0,0,13,2,0,20,4,0
SK5234,52.905379,-1.220874,33071,9.484397962580179,675953,0,53,0,0,0,0,0,0,0,0,0,11,3,10,0,0,0,4,0,1,0,2,0,8,4,0
SW7118,50.022717,-5.191392,44355,10.50230151650034,896872,0,0,0,0,0,0,0,0,7,7,0,0,0,22,0,0,0,48,0,0,5,6,0,0,1,0
TQ8125,51.000262,0.585337,40477,9.84256118032805,822382,0,0,0,0,0,0,0,0,0,0,0,8,0,19,0,0,0,13,0,0,8,41,0,0,0,7
SP0083,52.449459,-1.99407,34861,9.111314309063053,711601,0,0,0,0,0,0,0,0,0,0,0,2,0,29,0,0,0,22,0,0,3,0,0,38,4,0
SK3141,52.969938,-1.53241,32707,8.788242913901575,671032,0,0,0,0,0,0,0,0,0,0,0,32,0,43,0,0,0,15,0,0,0,7,0,0,0,0
TQ2979,51.499612,-0.135737,38666,10.939019939619381,784530,0,3,0,0,0,0,0,0,0,0,0,7,2,0,1,0,0,2,0,0,0,0,0,10,72,0
SY1688,50.690135,-3.183463,41864,9.673456563413373,848017,0,0,0,0,0,0,0,0,0,0,0,10,0,70,2,0,0,0,0,0,4,3,8,0,0,0
SP9917,51.847241,-0.556953,37220,9.114679676587388,757900,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,16,0,9,0,0,48,6,0,2,0,0
TF8930,52.838672,0.81201,33098,9.245617601500964,678890,0,0,0,0,0,0,0,0,0,0,0,14,0,1,2,0,0,0,0,0,15,65,0,0,0,0
SZ2493,50.740597,-1.654153,41705,10.099164589497018,844625,0,0,0,0,0,0,0,0,3,11,0,17,0,11,0,1,0,0,4,1,9,8,0,30,1,0
SU4865,51.38648,-1.304416,39010,9.50498730780486,794249,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,4,0,0,36,0,0,11,0,24,0,0
SE1413,53.617847,-1.782276,30183,8.663823750648753,620615,0,0,0,0,0,0,0,0,7,2,0,2,0,37,26,0,0,5,5,0,0,12,0,0,0,0
TL1330,51.961406,-0.349522,36683,9.405733014394283,748814,0,0,0,0,0,0,0,0,0,0,0,23,0,2,0,1,0,2,0,0,38,27,0,2,0,0
SK3664,53.176361,-1.455362,31988,8.677417351430085,654937,0,0,0,0,0,0,0,0,0,0,0,2,0,61,3,0,0,17,0,0,0,15,0,0,0,0
SU5264,51.377134,-1.247086,39191,9.3677078755976,794953,0,0,0,0,0,0,0,0,0,0,0,0,0,29,32,3,0,1,0,0,0,21,0,10,0,0
ST7410,50.893414,-2.363935,40975,9.715415788544428,832675,0,0,0,0,0,0,0,0,0,0,0,15,0,39,0,0,0,9,0,0,10,25,0,0,0,0
TQ2396,51.653733,-0.216159,37945,9.579892951107286,772624,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,7,0,0,0,1,0,54,21,0
SU3744,51.198492,-1.464683,39908,9.766835439130727,808938,0,0,0,0,0,0,0,0,0,0,0,2,0,25,0,0,0,0,0,0,55,7,0,8,0,0
SU5288,51.592911,-1.243525,38291,9.540117485639232,778153,0,0,0,0,0,0,0,0,0,0,0,4,0,18,0,9,0,19,0,0,22,20,0,4,0,0
NY9840,54.759437,-2.024831,25500,6.536294198671847,531699,0,0,0,0,0,0,0,0,1,0,0,11,1,61,7,0,0,13,0,0,0,1,0,0,0,0
SU9040,51.156607,-0.707301,39919,9.663301944295393,811791,0,1,0,0,0,0,0,0,62,2,0,2,4,2,0,0,0,0,3,0,0,3,0,12,3,0
SW9137,50.200714,-4.922956,43639,10.516264022248734,883592,43,0,0,0,3,0,0,0,1,0,0,20,0,2,0,0,0,4,0,0,20,3,0,0,0,0
NZ4736,54.721262,-1.264087,25690,8.766106810029349,534548,0,0,0,0,0,0,0,0,0,0,0,19,0,7,0,1,0,6,0,0,33,24,0,0,6,0
SU7419,50.970109,-0.94036,40815,9.142015350625504,826475,0,0,0,0,0,0,0,0,0,0,0,15,0,6,0,4,0,3,0,0,35,24,0,2,5,2
SK3130,52.871059,-1.533473,33067,9.2689227189118,678732,0,0,0,0,0,0,0,0,0,0,0,0,0,39,9,0,0,1,0,0,0,36,0,8,3,0
TQ2281,51.519145,-0.235836,38485,10.67898402300971,783123,0,0,0,0,0,0,0,0,0,0,0,0,0,34,10,0,0,0,0,0,0,0,0,25,28,0
SK3523,52.807888,-1.47481,33428,8.876442845330283,683636,0,0,0,0,0,0,0,0,0,0,0,25,0,31,0,0,0,11,0,0,0,24,0,7,0,0
SU4929,51.06271,-1.295007,40450,9.935979995618798,819450,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,5,0,0,1,7,0,60,0,0
SX2551,50.337513,-4.453497,43106,10.457572096810193,873826,88,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0
NZ5023,54.604155,-1.219758,26231,9.585012756101872,543651,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,51,0,0,3,5,0,16,6,0
SU3709,50.88378,-1.468295,41168,10.403991963037097,833438,0,0,0,0,0,0,0,0,0,0,0,46,20,22,0,0,0,0,0,0,0,9,0,0,0,0
SK2219,52.772627,-1.66793,33605,9.256197184631395,686423,0,9,0,0,0,0,0,0,0,0,0,14,4,16,4,0,0,1,0,0,0,29,0,2,15,0
SU4120,50.982417,-1.410188,40629,9.982416885833391,825742,0,0,0,0,0,0,0,0,0,0,0,16,0,14,3,2,0,2,5,0,0,8,1,19,16,8
SP4352,52.169057,-1.36539,35949,8.94886357662559,733344,0,1,0,0,0,0,0,0,0,0,0,7,0,16,0,4,0,0,0,0,18,42,0,9,0,0
SO7738,52.044434,-2.329475,36476,9.598792674354158,743078,0,0,0,0,0,0,0,0,0,0,0,12,0,42,3,26,0,12,0,0,2,0,0,0,0,0
TQ7920,50.955973,0.554397,40656,9.609813972907979,825880,0,1,0,0,0,0,0,0,0,0,0,51,30,5,0,0,0,0,0,0,5,6,0,0,0,0
SY0590,50.706431,-3.339658,41682,9.842742881552345,846606,0,0,0,0,0,0,0,0,22,0,0,20,2,8,0,0,0,1,0,0,1,44,0,0,0,0
